review_id,title,text,rating,author,app_version,date,app_name,platform,extraction_method,extraction_date,userImage,thumbs_up,developer_response,replied_at,appVersion,has_complaint,is_analyzed_by_id,claude_summary,claude_sentiment,primary_category,complaint_severity,analysis_status,output_tokens
12476903007,Compliqué,Suspension pour l’hiver je dois téléphoner chaque mois,2.0,Préférentiel,11.3.1,2025-03-28T20:09:30-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Suspension for winter, must call each month",Negative,User Experience,Minor,success,48
12475701681,Pre authorization problems,Set up pre authorization payment and was never told that it did not kick in till the following billing cycle. If I did not look into it I would have had over due payments. I am really not happy about this. This is exactly awful customer service. I am going to be looking at changing providers at the end of my term.,1.0,Joyes19,11.3.1,2025-03-28T12:54:21-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Negative experience with pre-authorization payment and poor customer service.,Negative,Billing,Major,success,51
12472223942,Bill payment,A really poor system if I could have given minus stars you would have -10 out of 5,1.0,tdm4803,11.3.1,2025-03-27T15:32:16-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"A really poor system, would give -10 out of 5 if possible.",Negative,User Experience,Critical,success,56
12465014662,Customer Service,It was an amazing to talk to John Andrew over the phone to discuss my monthly charges. He is an awesome person,5.0,NavneetNeetu,11.3.1,2025-03-25T19:17:33-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Positive experience talking to customer support about monthly charges.,Positive,Billing,Minor,success,49
12448042710,😏yai,"Vous ne pouvez pas dire qu’ils ne sont pas compréhensible, ils sont très compréhensible, ils sont les meilleurs",5.0,Yo-yo-ji,11.3.1,2025-03-21T14:49:00-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,The app is very understandable and the best.,Positive,User Experience,Minor,success,49
12440801129,Terrible,"Constantly stalls and lags. Doesn’t load. Cant pay bills, errors everywhere.  Once you fix the app I’ll pay my bills.",1.0,WideTurnTanner,11.3.1,2025-03-19T17:54:26-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Constant app stalling, lagging, and errors prevent the user from paying bills.",Negative,Performance,Critical,success,55
12431390619,Pricing,Rogers is cheaper. I’m switching,1.0,Jo enz,11.3.0,2025-03-17T07:09:45-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Rogers is cheaper, switching from this app.",Negative,Billing,Minor,success,47
12405423004,Pas facile de faire les paiements,Lorsque je reçois la facture il est impossible de faire le paiement aussitôt car la page pour le paiement ne se charge pas,1.0,Ca cloche!,11.2.0,2025-03-10T12:20:18-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Unable to make payment due to page not loading,Negative,Billing,Major,success,48
12395643874,Beware - Third Party Ads,Discovered 3rd part ads in the app today. These could easily trick someone into thinking these are Bell promos. Remove the app.,1.0,Bellhasscammyads,11.2.0,2025-03-08T00:59:16-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Discovered 3rd party ads that could be mistaken for Bell promos, recommends removing the app.",Negative,User Experience,Major,success,61
12390978822,.,Worst sim of canada,1.0,0021Simran,11.2.0,2025-03-06T20:05:02-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Worst sim of canada,Negative,Features,Major,success,43
12389863219,Billing,Paying a bill is constantly a struggle on the app. It will not load!,1.0,Ester1985,11.2.0,2025-03-06T12:58:59-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Paying a bill is constantly a struggle on the app, as it will not load.",Negative,Billing,Critical,success,56
12378034711,Poor network,Charges me different bill each month it’s more thn I supposed to pay and service is so so poor !,1.0,beshivam,11.2.0,2025-03-03T10:00:01-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Charges different bill each month, more than expected, and poor service.",Negative,Billing,Critical,success,53
12371219827,"You broke promises we agree too, I gave you three chances and you spit in my face","We had an agreement as of Dec 31 2024 and when Jan 24 came and the new prices were to take effect nothing happened. I called in requesting a manger three times and you did nothing for me, apparently you don’t care to retain customers of over 20 years well guess what. Not only did I switch, but I added two more lines you would have gotten plus there is a third who will need one next year!! You just lost 6 customers, congratulations!",1.0,heffernandan,11.2.0,2025-03-01T16:48:37-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Dissatisfied with the app's failure to honor an agreement and unresponsive customer support, leading to the user switching to a different provider.",Negative,Support,Major,success,68
12368663754,Internet speed,"Unfortunately, Bell doesn’t offer a fast enough signal in my area so I’ve went to something better and less expensive",1.0,feartheride,11.2.0,2025-03-01T03:30:59-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Bell's signal is not fast enough in the reviewer's area, leading them to switch to a better and less expensive alternative.",Negative,Performance,Major,success,62
12366866551,Hard to use and rarely works,This app is always having issues working,1.0,lorthoris,11.2.0,2025-02-28T16:18:21-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,This app is always having issues working,Negative,App Crashes,Critical,success,47
12361603861,Double payment,"I’ve already paid the payment now they want me to pay the payment again, i don’t wanted to mess up my score so has to pay that",1.0,Rd reen,11.2.0,2025-02-27T08:38:28-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The user had to pay the payment again, which they did not want to do, to avoid messing up their score.",Negative,Billing,Major,success,63
12359299758,Changing over issues,I had my phone transferred from another carrier and it took 3 calls and almost 4 hours on the phone to get it set up?? I still have questions as I see I have a voicemail and no way to access it.,2.0,Ant do die,11.2.0,2025-02-26T18:03:01-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Lengthy setup process and inability to access voicemail.,Negative,User Experience,Major,success,50
12335016851,All good,all good,5.0,Paul 367,11.2.0,2025-02-20T13:39:49-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,All good with the app.,Positive,User Experience,None,success,44
12334603035,Expensive,No loyalty offers or rewards,2.0,Tuts jyk,11.2.0,2025-02-20T11:11:05-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,No loyalty offers or rewards,Negative,Features,Minor,success,43
12334210393,Mon Bell,Le mode sombre cerai apprécié et voir la consommation en première page aussi,3.0,O.Eric,11.2.0,2025-02-20T09:05:31-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,The reviewer would appreciate a dark mode and seeing the battery consumption on the main page.,Neutral,Features,Minor,success,54
12333804591,Why are there Ads,I’ve never seen any other company Selling third party ads on their app for example temu ads. Advertising bell products is fine but what are these third party ads doing on here.  It’s the last thing I wanna see especially on an app where I process billing and payment info.,1.0,Critique attempts,11.2.0,2025-02-20T07:06:18-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The reviewer is unhappy with the presence of third-party ads on the app, which they feel is inappropriate for an app that handles billing and payment information.",Negative,User Experience,Major,success,70
12322751175,MyBell,"Even after canceling my account,  I keep getting small charges which they are saying, it’s late payment fee.",1.0,emmisuga,11.2.0,2025-02-17T10:23:50-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Even after canceling account, user keeps getting small charges for late payment fees.",Negative,Billing,Critical,success,54
12319805541,Chat en direct non disponible,Pourquoi,3.0,Sourire1964,11.2.0,2025-02-16T16:11:47-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Brief review with no clear sentiment or category.,Neutral,Other,None,success,46
12315225696,Otomatik ödeme talimatı istiyorum kredi kartı için,Otomatik ödeme talimatı vermişim neden kredi kartımdan otomatik ödeme kesilmiyor ben sonradan kredi notum hep,1.0,Serhad Coşkun,11.2.0,2025-02-15T12:56:18-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Automatic payment instruction not working, credit score affected",Negative,Billing,Major,success,49
12314946474,Cell charges,Your bills are confusing and make no sense.,2.0,Raycray25,11.2.0,2025-02-15T11:21:53-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,The app's bills are confusing and make no sense.,Negative,Billing,Major,success,50
12311824789,App is almost unusable,"When Bell chose to make this app about marketing and not about current  services, they blew it !!!
It’s difficult to find what I owe through the pile of ads. I may go back to making them send me paper bills - return some of the pain.",1.0,Rockylaker,11.2.0,2025-02-14T17:04:13-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The app is difficult to use due to excessive marketing content, making it hard to find information about current services.",Negative,User Experience,Major,success,60
12310207527,Review,Internet is very slow,1.0,Nahankamil,11.2.0,2025-02-14T07:35:13-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Internet is very slow,Negative,Performance,Major,success,42
12303474146,Can’t find my location,The address lookup tool sucks. Perhaps Nell could use a common tool like “What 3 Words”,1.0,GoneWayTooFar,11.0.2,2025-02-12T12:46:40-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The address lookup tool is not satisfactory, and the reviewer suggests using a common tool like 'What 3 Words' instead.",Negative,User Experience,Major,success,66
12300186189,Dépassé un peu,"C’est bien 
N’apparaît pas en mode paysage sur le iPad 
Seulement en mode portrait 
Ça me rappelle les premières années de l’informatique",3.0,danielmenard,11.0.2,2025-02-11T17:00:35-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,The app works well but doesn't support landscape mode on iPad.,Neutral,User Experience,Minor,success,51
12299824311,André Martel,Je suis inscrit aux paiements préautorisés et j’ai reçu un avis que mon compte n’a pas été pris. Il est où le problème?,1.0,AccroDeBejeweled,11.0.2,2025-02-11T14:37:16-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,User is enrolled in recurring payments but received a notice that their account was not charged. They are unsure of the issue.,Negative,Billing,Major,success,63
12298672077,Garbage,garbage,1.0,Bkaotic,11.0.2,2025-02-11T08:10:26-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Garbage app according to the review.,Negative,Other,Major,success,45
12295176015,NOT the fastest 5G network,"In, allegedly, 5G+ array in the middle of a city, data doesn’t work. That must have been some extremely narrow criteria to be able to truthfully claim and advertise it’s the fastest network in Canada. 

Remember, Canada pays the 3rd highest cell phone bills in the world. Surely we should be able expect at the very least, service that works as advertised, and at most impeccable considering the amount of money they charge for abysmal service.",1.0,smallamountofpeas,11.0.2,2025-02-10T10:43:04-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The app's 5G+ network claims are misleading, and the data doesn't work even in a city, despite Canada's high cell phone bills.",Negative,Performance,Major,success,69
12281905810,Bills too high,A student and I’m paying 76$ a month from 55 when I started -Rip off scam,1.0,Matthew1606,11.0.2,2025-02-07T06:07:41-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,True,False,"The app is a rip-off scam, with the price increasing from $55 to $76 per month.",Negative,Billing,Critical,success,64
12280396292,Bill,First was 200$ and now 30$ this is not ok,1.0,BigQassim,11.0.2,2025-02-06T20:40:11-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"App price changed from $200 to $30, which is not okay.",Negative,Billing,Major,success,54
12280102539,Not good service,"Incorrect invoices, customer service doesn’t do anything, slow internet …",1.0,SimonLVL,11.0.2,2025-02-06T18:42:21-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Incorrect invoices, poor customer service, and slow internet performance issues.",Negative,Billing,Critical,success,53
12274680367,Just a number,Not impressed with being just a number.  I’m a customer and support from you guys sucks these days.  I do not have an hour of time to waste fixing 10 second issues you impose on us with inadequate working software.  No alternatives in Canada except same different name so I,2.0,Dmarshall1972,11.0.2,2025-02-05T10:17:00-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Dissatisfied with the app's performance and lack of support from the company.,Negative,Performance,Major,success,54
12272063990,10of10,Good app- nice and fast,5.0,Narcis69,11.0.2,2025-02-04T18:50:50-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Good app- nice and fast,Positive,User Experience,Minor,success,45
12270890383,Worst connection on market,"dropped calls everywhere, whilst friends with Rogers have no issues in the literal exact same locations",1.0,jsjhebehsb,11.0.2,2025-02-04T11:28:41-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Dropped calls everywhere, while friends with other providers have no issues in the same locations.",Negative,Performance,Critical,success,55
12268080227,Low quality,Bad service,1.0,harnavbrar,11.0.2,2025-02-03T18:52:29-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Bad service,Negative,Support,Major,success,40
12266365609,Mauvais service,Super insatisfait!!!!,1.0,saadbenkhaddouj_,11.0.2,2025-02-03T08:47:58-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Super unsatisfied with the app!,Negative,User Experience,Major,success,47
12255362593,"Disgusting Service,",Disgusting service. Charging roaming text msg even without entering US. I will change my provider and will never recommend Bell to anybody,1.0,K_preet,11.0.1,2025-01-31T18:53:36-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Disgusting service, charging roaming text msg even without entering US.",Negative,Billing,Critical,success,53
12253070095,Nul,Bientôt je fini avec ton opérateur,1.0,Imen sadok,11.0.1,2025-01-31T06:28:13-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,The user is dissatisfied with the app's operator and plans to stop using it soon.,Negative,Other,Minor,success,56
12250789155,Bonne Continuation,Meilleur Service,5.0,Badrans,11.0.1,2025-01-30T16:19:20-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Excellent service,Positive,User Experience,Minor,success,42
12249973214,Adding a new card for payments,"I just tried to add a new card to pay my phone bill but it could not be added even though I pit in the correct information.
The AI was useless in helping me, though I don’t have much time to fix this right now.",1.0,The Force is Male,11.0.1,2025-01-30T11:14:11-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Tried to add a new card but it could not be added, and the AI was useless in helping.",Negative,Billing,Major,success,61
12246197297,Special offer,"Was given a special off however being charged regular. Got 3 months free, however been charged from day 2.",1.0,###WWWTTTFFF,11.0.1,2025-01-29T12:11:46-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Charged regular price despite special offer, and charged from day 2 despite 3 months free.",Negative,Billing,Major,success,60
12245177780,User Friendly,"The bell app is user-friendly and does not glitch. Once I submitted my payment through the app, it immediately updated. All credits and promos were updated in real time by the Bell representative that I spoke to on the phone. I would highly recommend this app and encourage people to switch all their services for home telephone, Internet, and TV to Bell Canada.",5.0,Banana905,11.0.1,2025-01-29T06:52:12-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The Bell app is user-friendly, with real-time updates and reliable payment processing.",Positive,User Experience,Minor,success,56
12241158153,Worst billing compagnie of all time,If you want to wasted 2h every month because your bill if different everytime this is the one you want… never doing business with them again,1.0,alex12322226,11.0.1,2025-01-28T06:23:54-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"Inconsistent billing and poor customer experience, leading to a negative review.",Negative,Billing,Major,success,53
12234404770,Go with a different provider,Been with bell almost 20 years prices go up and service goes down,1.0,CaramelWill2019,11.0.1,2025-01-26T12:08:11-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Prices have increased while service quality has declined over 20 years with Bell.,Negative,Billing,Major,success,55
12230957768,I pay his Internet bills,But we haven’t lived together in a year,5.0,Jackson and Alex,11.0.0,2025-01-25T16:09:00-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The review mentions not living together in a year, but does not provide enough information to determine the sentiment or category.",Neutral,Other,None,success,60
12230530722,Doesn’t work,Says I’m signed up for pre-authorized payments but doesn’t work,1.0,MusicJock3,11.0.0,2025-01-25T13:25:06-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,App doesn't work for pre-authorized payments,Negative,Billing,Major,success,48
12225465037,Inflation?,Price goes up like every three months,1.0,beardedhockeyguy,11.0.0,2025-01-24T08:17:10-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Price increases frequently,Negative,Billing,Major,success,42
12223419303,Doesn’t not log you out!!!!,"When you exit the app, it does not completely log you off. 

Your account is still accessible which is a contradiction to the effect of logging off, considering that when you typically log off any app of this sort, you cannot access your account without logging back on. Therefore your information can be manipulated without you even knowing because it is available.

I will not download the app until they have fixed this issue.",1.0,Not happy-27,11.0.0,2025-01-23T20:02:42-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"When you exit the app, it does not completely log you off, leaving your account accessible.",Negative,Login Issues,Major,success,57
12220437354,Pretty horrible billing,"They will lie about fees, any other provider will be more satisfactory",1.0,1727485959,11.0.0,2025-01-23T03:43:47-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"They will lie about fees, any other provider will be more satisfactory",Negative,Billing,Major,success,53
12218599423,Paying my bill,I have 2 accounts and cannot pay my bill from the app. When I press pay key the app freezes.,1.0,L&GHome,11.0.0,2025-01-22T16:04:30-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The app freezes when trying to pay the bill, and the user has multiple accounts but cannot pay from the app.",Negative,Billing,Critical,success,62
12217913323,Stupid website,Can never download a statement for the current month. Every click takes me to the statement from a year ago,1.0,Jazzy Dasy,11.0.0,2025-01-22T12:16:43-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,"The app is unable to download the current month's statement, and every click takes the user to a statement from a year ago.",Negative,Features,Critical,success,63
12213554974,Bell is a scam,Increased my bill for mobility within 3 months of getting,1.0,hbnsmdxm,11.0.0,2025-01-21T15:43:42-07:00,Bell,iOS,itunes_rss,2025-05-22,,,,,,False,False,Increased bill for mobility within 3 months of getting the app.,Negative,Billing,Major,success,53
c8ef311c-bcf1-475e-8763-d29dc3b08a56,,When I block a phone number they should be blocked. This does not mean they are allowed to call and leave messages. For this reason your service sucks!,1.0,A Google user,11.6.1,2025-05-21 10:54,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, thank you for your feedback. We’re sorry for the frustration. For help with call blocking or service concerns, please contact us at https://support.bell.ca/contact-us — our team is ready to assist.",2025-05-22 4:53,11.6.1,False,False,"The app does not properly block phone numbers, allowing them to still leave messages, which the user finds unacceptable.",Negative,Features,Major,success,62
f52a92de-7b24-4e22-8fe3-61bc291848a2,,app has not been opening for a few days. could not make payment until app was working.,1.0,A Google user,11.6.1,2025-05-21 9:36,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, sorry to hear the app hasn’t been opening. Please email us at appsupport@bell.ca with your account details, a brief description of the issue, and any relevant screenshots so we can look into it.",2025-05-22 4:53,11.6.1,False,False,"App not opening, unable to make payment until app was working.",Negative,App Crashes,Critical,success,52
71deffe1-17bb-4310-a20e-00237a726185,,"try to open and it just sits at a white page with ""bell"" in the middle. so much for fixing it",1.0,A Google user,11.6.1,2025-05-21 7:36,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, we’re sorry to hear about the issue. Please email us at appsupport@bell.ca with your account details and any screenshots. We’ll investigate and assist you right away.",2025-05-22 4:54,11.6.1,False,False,"The app just sits at a white page with 'bell' in the middle, indicating a failure to open.",Negative,App Crashes,Critical,success,62
cc3a798a-a4f9-421c-947b-39650a012aad,,I always have trouble connecting to my bell account (my bell) I constantly need to change my password as it always get stuck in the connection page where it doesn't even tell if the error is my username or password and it's not the first time.,2.0,A Google user,11.6.1,2025-05-21 7:17,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, sorry for the trouble connecting to your account. Please email us at appsupport@bell.ca with your account details, a description of the issue, and screenshots. We’ll be happy to help.",2025-05-22 4:55,11.6.1,False,False,Constant connection issues and password reset problems with the app.,Negative,Login Issues,Major,success,50
1ab01658-4dd3-45c8-a8b0-bfa70c5356a4,,"App freezes on the first page that says BELL, I have tried other phones, and it does the same thing all the time to point I say to myself ""I hope it works today"" I can not access my account or pay my bill. I ve honestly have had so many problems with this providers service. It's too conjested, and you do not get what you pay for at all. 👎",2.0,A Google user,11.6.1,2025-05-21 7:14,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, we’re sorry the app is freezing and causing frustration. Please email us at appsupport@bell.ca with your account details, a description of the issue, and screenshots. We’re here to help.",2025-05-22 4:55,11.6.1,False,False,"The app freezes on the first page, making it impossible to access the account or pay the bill.",Negative,App Crashes,Critical,success,60
88902252-fb31-40c7-8c19-d8da3871db79,,"ur new up date is making it so I can't pay my bill, I won't even open the app now, just keeps freezing on the loading screen",1.0,A Google user,11.6.1,2025-05-21 6:30,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, sorry the update is causing the app to freeze and preventing bill payment. Please email us at appsupport@bell.ca with your account details, a description of the issue, and screenshots so we can assist you.",2025-05-22 4:55,11.6.1,False,False,"The app's latest update is causing issues, with the app freezing on the loading screen, preventing the user from paying their bill.",Negative,Billing,Critical,success,65
87605853-1446-4568-b9e4-7b798a0848f5,,Not the best. Neither is Rogers. Poor service for a communications company. Endless calls to correct their issues. It's like they want to wear you down... Staff including technicians are okay. It's the management that owns the problems ultimately infuriating customers. Very very very very very expensive for sub-mediocre service.,1.0,A Google user,11.6.1,2025-05-20 13:23,Bell,Android,google_play_scraper,2025-05-22,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,0.0,"Hi, thank you for sharing your experience. We’re sorry to hear this and understand your frustration. For any billing or service concerns, please visit https://support.bell.ca/contact-us — our team is here to help.",2025-05-21 4:23,11.6.1,False,False,"Poor service, endless calls, and management issues make this app a frustrating experience.",Negative,Support,Major,success,54
